Release_Type,Movie_Name,Lifetime Gross,Year,Release_ID,Movie_ID,file_name
Original Release,Knight and Day,261989769,2008,gr206590469,tt1013743,Collections of Top Grossing Films
Original Release,Total Recall,261317921,1990,gr2351780357,tt0100802,Collections of Top Grossing Films
Original Release,This Is It,261183588,2009,gr3506393605,tt1477715,Collections of Top Grossing Films
Original Release,Terminator: Dark Fate,261119292,2019,gr2809221637,tt6450804,Collections of Top Grossing Films
Original Release,The Lone Ranger,260502115,2013,gr293360133,tt1210819,Collections of Top Grossing Films
Original Release,Super 8,260095986,2011,gr2432389637,tt1650062,Collections of Top Grossing Films
Original Release,Xun long jue,259368448,2015,gr2148356613,tt4276752,Collections of Top Grossing Films
Original Release,Blade Runner 2049,259239658,2017,gr3880014341,tt1856101,Collections of Top Grossing Films
Original Release,Charlie's Angels: Full Throttle,259175788,2003,gr1559187973,tt0305357,Collections of Top Grossing Films
Original Release,Rush Hour 3,258097122,2007,gr2345816581,tt0293564,Collections of Top Grossing Films
Original Release,The Full Monty,257938649,1997,gr1567248901,tt0119164,Collections of Top Grossing Films
Original Release,Kung Fu Yoga,257743016,2017,gr1152078341,tt4217392,Collections of Top Grossing Films
Original Release,Parasite,257459641,2019,gr2497925637,tt6751668,Collections of Top Grossing Films
Original Release,Annabelle,257047661,2014,gr3663548933,tt3322940,Collections of Top Grossing Films
Original Release,The Village,256697520,2003,gr3018084869,tt0368447,Collections of Top Grossing Films
Original Release,Lost in Hong Kong,256283912,2015,gr3913241093,tt4242158,Collections of Top Grossing Films
Original Release,Erin Brockovich,256271286,2000,gr1495290373,tt0195685,Collections of Top Grossing Films
Original Release,Pegasus,255863112,2019,gr2681426437,tt9597190,Collections of Top Grossing Films
Original Release,Marley & Me,255743093,2008,gr2166903301,tt0822832,Collections of Top Grossing Films
Original Release,Halloween,255485178,2018,gr4032254469,tt1502407,Collections of Top Grossing Films
Original Release,Get Out,255413717,2017,gr922309125,tt5052448,Collections of Top Grossing Films
Original Release,Us,255184580,2019,gr3355726341,tt6857112,Collections of Top Grossing Films
Original Release,Cliffhanger,255000211,1993,gr2198032901,tt0106582,Collections of Top Grossing Films
Original Release,Baahubali 2: The Conclusion,254158390,2017,gr1896370693,tt4849438,Collections of Top Grossing Films
Original Release,Babe,254134910,1995,gr363418117,tt0112431,Collections of Top Grossing Films
Original Release,Men in Black: International,253890701,2019,gr91640325,tt2283336,Collections of Top Grossing Films
Original Release,Wild Hogs,253625427,2007,gr2371441157,tt0486946,Collections of Top Grossing Films
Original Release,High School Musical 3,252909177,2008,gr1860260357,tt0962726,Collections of Top Grossing Films
Original Release,Hercules,252712101,1997,gr534729221,tt0119282,Collections of Top Grossing Films
Original Release,X-Men: Dark Phoenix,252442974,2019,gr4260319749,tt6565702,Collections of Top Grossing Films
Original Release,True Grit,252276927,2010,gr2569228805,tt1403865,Collections of Top Grossing Films
Original Release,Bean,251212670,1997,gr4079899141,tt0118689,Collections of Top Grossing Films
Original Release,American Hustle,251171807,2013,gr3995816453,tt1800241,Collections of Top Grossing Films
Original Release,Enemy of the State,250849789,1998,gr2605797893,tt0120660,Collections of Top Grossing Films
Original Release,You've Got Mail,250821495,1998,gr3711914501,tt0128853,Collections of Top Grossing Films
Original Release,Eragon,250425512,2006,gr4008071685,tt0449010,Collections of Top Grossing Films
Original Release,Brother Bear,250397798,2003,gr168448517,tt0328880,Collections of Top Grossing Films
Original Release,The Mask of Zorro,250288523,1998,gr2011255301,tt0120746,Collections of Top Grossing Films
Original Release,The Ring,249348933,2002,gr1919308293,tt0298130,Collections of Top Grossing Films
Original Release,The Blair Witch Project,248639099,1999,gr1121538565,tt0185937,Collections of Top Grossing Films
Original Release,Unbreakable,248118121,2000,gr3706802693,tt0217869,Collections of Top Grossing Films
Original Release,Journey to the West: The Demons Strike Back,247585244,2017,gr473584133,tt5273624,Collections of Top Grossing Films
Original Release,Dumb and Dumber,247275374,1994,gr3157217797,tt0109686,Collections of Top Grossing Films
Original Release,Glass,246999039,2019,gr3405926917,tt6823368,Collections of Top Grossing Films
Original Release,Grown Ups 2,246984278,2013,gr2269204997,tt2191701,Collections of Top Grossing Films
Original Release,The Peanuts Movie,246233113,2015,gr3440923141,tt2452042,Collections of Top Grossing Films
Original Release,Back to the Future Part III,246144250,1990,gr2179944965,tt0099088,Collections of Top Grossing Films
Original Release,The Godfather,246120974,1972,gr3090829829,tt0068646,Collections of Top Grossing Films
Original Release,Rango,245724603,2011,gr1324175877,tt1192628,Collections of Top Grossing Films
Original Release,Four Weddings and a Funeral,245700832,1994,gr3680391685,tt0109831,Collections of Top Grossing Films
Original Release,Face/Off,245676146,1997,gr271143429,tt0119094,Collections of Top Grossing Films
Original Release,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,2016,gr334385669,tt3949660,Collections of Top Grossing Films
Original Release,Dark Shadows,245527149,2012,gr70996485,tt1077368,Collections of Top Grossing Films
Original Release,Hulk,245285165,2003,gr2086818309,tt0286716,Collections of Top Grossing Films
Original Release,The Bravest,245179562,2019,gr258953733,tt10218674,Collections of Top Grossing Films
Original Release,Welcome to the Sticks,245144417,2008,gr1092178437,tt1064932,Collections of Top Grossing Films
Original Release,Love Actually,244931766,2003,gr2132234757,tt0314331,Collections of Top Grossing Films
Original Release,Pixels,244874809,2015,gr1187074565,tt2120120,Collections of Top Grossing Films
Original Release,Hercules,244819862,2014,gr1719357957,tt1267297,Collections of Top Grossing Films
Original Release,Rush Hour,244721064,1998,gr3270791685,tt0120812,Collections of Top Grossing Films
Original Release,Journey to the Center of the Earth,244232688,2008,gr219632133,tt0373051,Collections of Top Grossing Films
Original Release,After Earth,243611982,2013,gr3469234693,tt1815862,Collections of Top Grossing Films
Original Release,A Few Good Men,243240178,1992,gr893669893,tt0104257,Collections of Top Grossing Films
Original Release,Cloudy with a Chance of Meatballs,243006126,2009,gr2150191621,tt0844471,Collections of Top Grossing Films
Original Release,8 Mile,242875078,2002,gr3005633029,tt0298203,Collections of Top Grossing Films
Original Release,Daddy's Home,242786137,2015,gr640307717,tt1528854,Collections of Top Grossing Films
Original Release,RoboCop,242688965,2014,gr238899717,tt1234721,Collections of Top Grossing Films
Original Release,Eraser,242295562,1996,gr3587133957,tt0116213,Collections of Top Grossing Films
Original Release,Alien: Covenant,240891763,2017,gr3109048837,tt2316204,Collections of Top Grossing Films
Original Release,Sully,240797623,2016,gr1762152965,tt3263904,Collections of Top Grossing Films
Original Release,Assassin's Creed,240697856,2016,gr1980256773,tt2094766,Collections of Top Grossing Films
Original Release,Click,240685326,2006,gr3978580485,tt0389860,Collections of Top Grossing Films
Original Release,Die Hard 2,240247433,1990,gr2029474309,tt0099423,Collections of Top Grossing Films
Original Release,Resident Evil: Retribution,240159255,2012,gr2066698757,tt1855325,Collections of Top Grossing Films
Original Release,Crocodile Dundee II,239606210,1988,gr3891220997,tt0092493,Collections of Top Grossing Films
Original Release,Planes,239258712,2013,gr2564903429,tt1691917,Collections of Top Grossing Films
Original Release,Crazy Rich Asians,238532921,2018,gr3492762117,tt3104988,Collections of Top Grossing Films
Original Release,Batman & Robin,238235915,1997,gr1999524357,tt0118688,Collections of Top Grossing Films
Original Release,Gulliver's Travels,237382724,2010,gr778523141,tt1320261,Collections of Top Grossing Films
Original Release,Gone in 60 Seconds,237202299,2000,gr3158135301,tt0187078,Collections of Top Grossing Films
Original Release,Saturday Night Fever,237113184,1977,gr3946861061,tt0076666,Collections of Top Grossing Films
Original Release,Silver Linings Playbook,236412453,2012,gr2304332293,tt1045658,Collections of Top Grossing Films
Original Release,2 Fast 2 Furious,236350661,2003,gr558518789,tt0322259,Collections of Top Grossing Films
Original Release,Howl's Moving Castle,236212992,2004,gr4080488965,tt0347149,Collections of Top Grossing Films
Original Release,Hidden Figures,235956898,2016,gr319115781,tt4846340,Collections of Top Grossing Films
Original Release,A.I. Artificial Intelligence,235926552,2001,gr3117306373,tt0212720,Collections of Top Grossing Films
Original Release,Dead Poets Society,235860116,1988,gr3260633605,tt0097165,Collections of Top Grossing Films
Original Release,Spy,235666219,2015,gr3359068677,tt3079380,Collections of Top Grossing Films
Original Release,American Pie,235483004,1999,gr3982905861,tt0163651,Collections of Top Grossing Films
Original Release,American Reunion,234989584,2012,gr2566017541,tt1605630,Collections of Top Grossing Films
Original Release,Big Daddy,234801895,1999,gr923816453,tt0142342,Collections of Top Grossing Films
Original Release,Alvin and the Chipmunks: The Road Chip,234798636,2015,gr140202501,tt2974918,Collections of Top Grossing Films
Original Release,The Imitation Game,233555708,2014,gr1844466181,tt2084970,Collections of Top Grossing Films
Original Release,The Day the Earth Stood Still,233093859,2008,gr485380613,tt0970416,Collections of Top Grossing Films
Original Release,American Wedding,232722935,2003,gr2152354309,tt0328828,Collections of Top Grossing Films
Original Release,The Girl with the Dragon Tattoo,232617430,2011,gr688345605,tt1568346,Collections of Top Grossing Films
Original Release,Juno,232372681,2007,gr386290181,tt0467406,Collections of Top Grossing Films
Original Release,Argo,232325503,2012,gr3301396997,tt1024648,Collections of Top Grossing Films
Original Release,Mr. Bean's Holiday,232225908,2007,gr1227248133,tt0453451,Collections of Top Grossing Films
Original Release,The English Patient,231976425,1996,gr802443781,tt0116209,Collections of Top Grossing Films
Original Release,Sister Act,231605150,1992,gr2110673413,tt0105417,Collections of Top Grossing Films
Original Release,Annabelle Comes Home,231252591,2019,gr1661817349,tt8350360,Collections of Top Grossing Films
Original Release,Constantine,230884728,2005,gr3641397765,tt0360486,Collections of Top Grossing Films
Original Release,Get Smart,230685453,2008,gr1408258565,tt0425061,Collections of Top Grossing Films
Original Release,Space Jam,230418342,1996,gr2211926533,tt0117705,Collections of Top Grossing Films
Original Release,Life Is Beautiful,230098753,1998,gr1735283205,tt0118799,Collections of Top Grossing Films
Original Release,The Heat,229930771,2013,gr2302431749,tt2404463,Collections of Top Grossing Films
Original Release,Ghostbusters,229147509,2016,gr1413698053,tt1289401,Collections of Top Grossing Films
Original Release,Ghost Rider,228738393,2007,gr2305905157,tt0259324,Collections of Top Grossing Films
Original Release,Sennen no koi - Hikaru Genji monogatari,228612367,2001,gr1088442885,tt0316566,Collections of Top Grossing Films
Original Release,Goodbye Mr. Loser,228122928,2015,gr1224888837,tt5061814,Collections of Top Grossing Films
Original Release,Paddington 2,227978523,2017,gr99635717,tt4468740,Collections of Top Grossing Films
Original Release,Sleepless in Seattle,227927165,1993,gr1544376837,tt0108160,Collections of Top Grossing Films
Original Release,Lethal Weapon 2,227853986,1989,gr805130757,tt0097733,Collections of Top Grossing Films
Original Release,The Green Hornet,227817248,2011,gr2558153221,tt0990407,Collections of Top Grossing Films
Original Release,Out of Africa,227542205,1985,gr3690484229,tt0089755,Collections of Top Grossing Films
Original Release,Youth,227091290,2017,gr3006157317,tt6654316,Collections of Top Grossing Films
Original Release,Baby Driver,226945087,2017,gr2790674949,tt3890160,Collections of Top Grossing Films
Original Release,Immortals,226904017,2011,gr3955970565,tt1253864,Collections of Top Grossing Films
Original Release,Taken,226837760,2008,gr905990661,tt0936501,Collections of Top Grossing Films
Original Release,Percy Jackson & the Olympians: The Lightning Thief,226497209,2010,gr4276965893,tt0814255,Collections of Top Grossing Films
Original Release,Hansel & Gretel: Witch Hunters,226349749,2013,gr342905349,tt1428538,Collections of Top Grossing Films
Original Release,Good Will Hunting,225933435,1997,gr2010993157,tt0119217,Collections of Top Grossing Films
Original Release,Valerian and the City of a Thousand Planets,225874228,2017,gr170283525,tt2239822,Collections of Top Grossing Films
Original Release,Ford v Ferrari,225508210,2019,gr2546356741,tt1950186,Collections of Top Grossing Films
Original Release,Better Days,225320294,2019,gr1006653957,tt9586294,Collections of Top Grossing Films
Original Release,Jumper,225132113,2008,gr2376684037,tt0489099,Collections of Top Grossing Films
Original Release,The Social Network,224920315,2010,gr1147359749,tt1285016,Collections of Top Grossing Films
Original Release,Chicken Run,224834564,2000,gr3822277125,tt0120630,Collections of Top Grossing Films
Original Release,Con Air,224012234,1997,gr812077573,tt0118880,Collections of Top Grossing Films
Original Release,Interview with the Vampire: The Vampire Chronicles,223664608,1994,gr3251917317,tt0110148,Collections of Top Grossing Films
Original Release,Flightplan,223387299,2005,gr2430226949,tt0408790,Collections of Top Grossing Films
Original Release,Dolittle,223343452,2020,gr888885765,tt6673612,Collections of Top Grossing Films
Original Release,Yes Man,223241637,2008,gr845107717,tt1068680,Collections of Top Grossing Films
Original Release,Non-Stop,222809600,2014,gr592400901,tt2024469,Collections of Top Grossing Films
Original Release,"Honey, I Shrunk the Kids",222724172,1989,gr753881605,tt0097523,Collections of Top Grossing Films
Original Release,Fahrenheit 9/11,222446882,2004,gr2638369285,tt0361596,Collections of Top Grossing Films
Original Release,Wild Wild West,222104681,1999,gr3288945157,tt0120891,Collections of Top Grossing Films
Original Release,Elf,221671773,2003,gr3670561285,tt0319343,Collections of Top Grossing Films
Original Release,Geostorm,221600160,2017,gr586895877,tt1981128,Collections of Top Grossing Films
Original Release,Presumed Innocent,221303188,1990,gr2832880133,tt0100404,Collections of Top Grossing Films
Original Release,Collateral,220926695,2004,gr1799705093,tt0369339,Collections of Top Grossing Films
Original Release,Scary Movie 3,220673217,2003,gr885084677,tt0306047,Collections of Top Grossing Films
Original Release,Inferno,220021259,2016,gr2606649861,tt3062096,Collections of Top Grossing Films
Original Release,Knocked Up,219922417,2007,gr3217641989,tt0478311,Collections of Top Grossing Films
Original Release,Green Lantern,219851172,2011,gr3093058053,tt1133985,Collections of Top Grossing Films
Original Release,What Happens in Vegas,219375562,2008,gr1650938373,tt1033643,Collections of Top Grossing Films
Original Release,It's Complicated,219103655,2009,gr3256635909,tt1230414,Collections of Top Grossing Films
Original Release,The Terminal,219100084,2004,gr1272336901,tt0362227,Collections of Top Grossing Films
Original Release,Captain Phillips,218791811,2013,gr3143324165,tt1535109,Collections of Top Grossing Films
Original Release,The Prince of Egypt,218613188,1998,gr3511439877,tt0120794,Collections of Top Grossing Films
Original Release,Jack Reacher,218340595,2012,gr3357692421,tt0790724,Collections of Top Grossing Films
Original Release,Kingdom of Heaven,218122627,2005,gr383734277,tt0320661,Collections of Top Grossing Films
Original Release,The Emoji Movie,217776646,2017,gr3402125829,tt4877122,Collections of Top Grossing Films
Original Release,Dirty Dancing,217688008,1987,gr4201468421,tt0092890,Collections of Top Grossing Films
Original Release,Dracula Untold,217124280,2014,gr2714587653,tt0829150,Collections of Top Grossing Films
Original Release,Central Intelligence,216972543,2016,gr3740422661,tt1489889,Collections of Top Grossing Films
Original Release,Million Dollar Baby,216763646,2004,gr1008751109,tt0405159,Collections of Top Grossing Films
Original Release,The Help,216639112,2011,gr3195490821,tt1454029,Collections of Top Grossing Films
Original Release,Twins,216614388,1988,gr3262861829,tt0096320,Collections of Top Grossing Films
Original Release,Valentine's Day,216485654,2010,gr48845317,tt0817230,Collections of Top Grossing Films
Original Release,Bad Teacher,216197492,2011,gr914182661,tt1284575,Collections of Top Grossing Films
Original Release,One Hundred and One Dalmatians,216026182,1961,gr3677245957,tt0055254,Collections of Top Grossing Films
Original Release,Clear and Present Danger,215887717,1994,gr2195804677,tt0109444,Collections of Top Grossing Films
Original Release,Ted 2,215863606,2015,gr4176105989,tt2637276,Collections of Top Grossing Films
Original Release,Bram Stoker's Dracula,215862692,1992,gr2027704837,tt0103874,Collections of Top Grossing Films
Original Release,Vertical Limit,215663859,2000,gr1875005957,tt0190865,Collections of Top Grossing Films
Original Release,Ghostbusters II,215394738,1989,gr1330729477,tt0097428,Collections of Top Grossing Films
Original Release,The Patriot,215294342,2000,gr3695596037,tt0187393,Collections of Top Grossing Films
Original Release,The Sorcerer's Apprentice,215283742,2010,gr2623361541,tt0963966,Collections of Top Grossing Films
Original Release,Just Go with It,214945591,2011,gr2244104709,tt1564367,Collections of Top Grossing Films
Original Release,The Expendables 3,214657577,2014,gr3776270853,tt2333784,Collections of Top Grossing Films
Original Release,Creed II,214215889,2018,gr2863354373,tt6343314,Collections of Top Grossing Films
Original Release,Pulp Fiction,214179088,1994,gr1674924549,tt0110912,Collections of Top Grossing Films
Original Release,Public Enemies,214104620,2009,gr3480637957,tt1152836,Collections of Top Grossing Films
Original Release,Smallfoot,214040103,2018,gr3542503941,tt6182908,Collections of Top Grossing Films
Original Release,The Bourne Identity,214034224,2002,gr660492805,tt0258463,Collections of Top Grossing Films
Original Release,Disclosure,214015089,1994,gr4190392837,tt0109635,Collections of Top Grossing Films
Original Release,The Aviator,213719942,2004,gr2950582789,tt0338751,Collections of Top Grossing Films
Original Release,"Crouching Tiger, Hidden Dragon",213525736,2000,gr3580187141,tt0190332,Collections of Top Grossing Films
Original Release,Braveheart,213216216,1995,gr1910329861,tt0112573,Collections of Top Grossing Films
Original Release,Into the Woods,212902372,2014,gr1126388229,tt2180411,Collections of Top Grossing Films
Original Release,Bedtime Stories,212874864,2008,gr107565573,tt0960731,Collections of Top Grossing Films
Original Release,Miss Congeniality,212742720,2000,gr4215886341,tt0212346,Collections of Top Grossing Films
Original Release,Entrapment,212404396,1999,gr3443216901,tt0137494,Collections of Top Grossing Films
Original Release,Ace Ventura: When Nature Calls,212385533,1995,gr4293874181,tt0112281,Collections of Top Grossing Films
Original Release,End of Days,211989043,1999,gr3698348549,tt0146675,Collections of Top Grossing Films
Original Release,Bridget Jones's Baby,211952420,2016,gr2030719493,tt1473832,Collections of Top Grossing Films
Original Release,Battle Los Angeles,211819354,2011,gr3057930757,tt1217613,Collections of Top Grossing Films
Original Release,Fury,211817906,2014,gr1496666629,tt2713180,Collections of Top Grossing Films
Original Release,Australia,211787511,2008,gr4233384453,tt0455824,Collections of Top Grossing Films
Original Release,Due Date,211780824,2010,gr415781381,tt1231583,Collections of Top Grossing Films
Original Release,Master and Commander: The Far Side of the World,211622535,2003,gr1406226949,tt0311113,Collections of Top Grossing Films
Original Release,Lemony Snicket's A Series of Unfortunate Events,211468235,2004,gr1120031237,tt0339291,Collections of Top Grossing Films
Original Release,District 9,210888950,2009,gr4230566405,tt1136608,Collections of Top Grossing Films
Original Release,The Jungle Book,210310084,1967,gr3043709445,tt0061852,Collections of Top Grossing Films
Original Release,Moonraker,210308099,1979,gr992956933,tt0079574,Collections of Top Grossing Films
Original Release,The Others,209947037,2001,gr1188450821,tt0230600,Collections of Top Grossing Films
Original Release,Horrible Bosses,209838559,2011,gr399135237,tt1499658,Collections of Top Grossing Films
Original Release,Us and Them,209221380,2018,gr2034455045,tt8033592,Collections of Top Grossing Films
Original Release,Red Dragon,209196298,2002,gr2788577797,tt0289765,Collections of Top Grossing Films
Original Release,Tomorrowland,209035668,2015,gr888689157,tt1964418,Collections of Top Grossing Films
Original Release,Me Before You,208314186,2016,gr2919649797,tt2674426,Collections of Top Grossing Films
Original Release,Safe House,208076205,2012,gr89543173,tt1599348,Collections of Top Grossing Films
Original Release,S.W.A.T.,207725639,2003,gr3311096325,tt0257076,Collections of Top Grossing Films
Original Release,Traffic,207515725,2000,gr3420475909,tt0181865,Collections of Top Grossing Films
Original Release,The Fast and the Furious,207284863,2001,gr4182725125,tt0232500,Collections of Top Grossing Films
Original Release,Paranormal Activity 3,207039844,2011,gr137187845,tt1778304,Collections of Top Grossing Films
Original Release,Philadelphia,206678440,1993,gr264458757,tt0107818,Collections of Top Grossing Films
Original Release,Sleepy Hollow,206071502,1999,gr4249244165,tt0162661,Collections of Top Grossing Films
Original Release,Little Women,206006503,2019,gr1819365893,tt3281548,Collections of Top Grossing Films
Original Release,The Holiday,205841885,2006,gr4233449989,tt0457939,Collections of Top Grossing Films
Original Release,London Has Fallen,205754447,2016,gr1326993925,tt3300542,Collections of Top Grossing Films
Original Release,A Dog's Purpose,205736628,2017,gr1070879237,tt1753383,Collections of Top Grossing Films
Original Release,The Break-Up,205668210,2006,gr2624672261,tt0452594,Collections of Top Grossing Films
Original Release,Journey to the West,205637183,2013,gr1533497861,tt2017561,Collections of Top Grossing Films
Original Release,JFK,205405498,1991,gr2515423749,tt0102138,Collections of Top Grossing Films
Original Release,White House Down,205366737,2013,gr2026328581,tt2334879,Collections of Top Grossing Films
Original Release,Fun with Dick and Jane,204681899,2005,gr3160822277,tt0369441,Collections of Top Grossing Films
Original Release,Eat Pray Love,204594016,2010,gr515920389,tt0879870,Collections of Top Grossing Films
Original Release,You Don't Mess with the Zohan,204313400,2008,gr594629125,tt0960144,Collections of Top Grossing Films
Original Release,King Arthur,203567857,2004,gr3534443013,tt0349683,Collections of Top Grossing Films
Original Release,Hairspray,203552922,2007,gr1264865797,tt0427327,Collections of Top Grossing Films
Original Release,Yogi Bear,203518375,2010,gr525292037,tt1302067,Collections of Top Grossing Films
Original Release,Everest,203427584,2015,gr120410629,tt2719848,Collections of Top Grossing Films
Original Release,Vanilla Sky,203388341,2001,gr3419034117,tt0259711,Collections of Top Grossing Films
Original Release,Arrival,203388186,2016,gr3034927621,tt2543164,Collections of Top Grossing Films
Original Release,Need for Speed,203277636,2014,gr3540865541,tt2369135,Collections of Top Grossing Films
Original Release,Ponyo,203204882,2008,gr1199329797,tt0876563,Collections of Top Grossing Films
Original Release,Garfield,203172417,2004,gr1914262021,tt0356634,Collections of Top Grossing Films
Original Release,The Addams Family,203044905,2019,gr369644037,tt1620981,Collections of Top Grossing Films
Original Release,Patch Adams,202292902,1998,gr1138577925,tt0129290,Collections of Top Grossing Films
Original Release,Teenage Mutant Ninja Turtles,201965915,1990,gr2369540613,tt0100758,Collections of Top Grossing Films
Original Release,Kindergarten Cop,201957688,1990,gr417550853,tt0099938,Collections of Top Grossing Films
Original Release,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,201858461,2020,gr1265914373,tt7713068,Collections of Top Grossing Films
Original Release,Straight Outta Compton,201634991,2015,gr3092271621,tt1398426,Collections of Top Grossing Films
Original Release,21 Jump Street,201585328,2012,gr1884639749,tt1232829,Collections of Top Grossing Films
Original Release,Valkyrie,201545517,2008,gr1355108869,tt0985699,Collections of Top Grossing Films
Original Release,Open Season,200811689,2006,gr3341701637,tt0400717,Collections of Top Grossing Films
Original Release,Cats & Dogs,200687492,2001,gr3173011973,tt0239395,Collections of Top Grossing Films
Original Release,The Hunt for Red October,200512643,1990,gr1442927109,tt0099810,Collections of Top Grossing Films
Original Release,Percy Jackson: Sea of Monsters,199850315,2013,gr2397327877,tt1854564,Collections of Top Grossing Films
Original Release,Two Weeks Notice,199043242,2002,gr610357765,tt0313737,Collections of Top Grossing Films
Original Release,RED,199006387,2010,gr761352709,tt1245526,Collections of Top Grossing Films
Original Release,City of Angels,198685114,1998,gr2754302469,tt0120632,Collections of Top Grossing Films
Original Release,The Pacifier,198636868,2005,gr1144410629,tt0395699,Collections of Top Grossing Films
Original Release,50 First Dates,198520934,2004,gr912740869,tt0343660,Collections of Top Grossing Films
Original Release,Total Recall,198467168,2012,gr1534546437,tt1386703,Collections of Top Grossing Films
Original Release,The Island,198326350,2018,gr1828475397,tt8755316,Collections of Top Grossing Films
Original Release,The Impossible,198087212,2012,gr2452115973,tt1649419,Collections of Top Grossing Films
Original Release,Lost in Thailand,197757387,2012,gr2753778181,tt2459022,Collections of Top Grossing Films
Original Release,Christopher Robin,197744377,2018,gr2581484037,tt4575576,Collections of Top Grossing Films
Original Release,Jack the Giant Slayer,197687603,2013,gr1294684677,tt1351685,Collections of Top Grossing Films
Original Release,Smurfs: The Lost Village,197183546,2017,gr4281881093,tt2398241,Collections of Top Grossing Films
Original Release,Spy Kids 3-D: Game Over,197101678,2003,gr1844400645,tt0338459,Collections of Top Grossing Films
Original Release,Panic Room,197079546,2002,gr2625327621,tt0258000,Collections of Top Grossing Films
Original Release,The Other Woman,196710396,2014,gr761876997,tt2203939,Collections of Top Grossing Films
Original Release,Stargate,196567262,1994,gr1574785541,tt0111282,Collections of Top Grossing Films
Original Release,Beowulf,196393745,2007,gr2699710981,tt0442933,Collections of Top Grossing Films
Original Release,The Vow,196114570,2012,gr2833404421,tt1606389,Collections of Top Grossing Films
Original Release,Anger Management,195745823,2003,gr620122629,tt0305224,Collections of Top Grossing Films
Original Release,Tropic Thunder,195702811,2008,gr3167506949,tt0942385,Collections of Top Grossing Films
Original Release,The Shape of Water,195333312,2017,gr635589125,tt5580390,Collections of Top Grossing Films
Original Release,The Pelican Brief,195268056,1993,gr158421509,tt0107798,Collections of Top Grossing Films
Original Release,The BFG,195243411,2016,gr554127877,tt3691740,Collections of Top Grossing Films
Original Release,Rocketman,195179299,2019,gr3863958021,tt2066051,Collections of Top Grossing Films
Original Release,The Intern,194564672,2015,gr1288393221,tt2361509,Collections of Top Grossing Films
Original Release,Wallace & Gromit: The Curse of the Were-Rabbit,194111171,2005,gr291000837,tt0312004,Collections of Top Grossing Films
Original Release,Gnomeo & Juliet,193967670,2011,gr1948471813,tt0377981,Collections of Top Grossing Films
Original Release,The Sum of All Fears,193921372,2002,gr2418889221,tt0164184,Collections of Top Grossing Films
Original Release,Gangs of New York,193772504,2002,gr3831779845,tt0217505,Collections of Top Grossing Films
Original Release,The Monkey King 2,193678298,2016,gr3353956869,tt4591310,Collections of Top Grossing Films
Original Release,Paranormal Activity,193355800,2009,gr2110411269,tt1179904,Collections of Top Grossing Films
Original Release,The Equalizer,192330738,2014,gr4150088197,tt0455944,Collections of Top Grossing Films
Original Release,The Lego Movie 2: The Second Part,192306508,2019,gr2031309317,tt3513498,Collections of Top Grossing Films
Original Release,Downton Abbey,192094429,2019,gr2932756997,tt6398184,Collections of Top Grossing Films
Original Release,Weathering with You,191943939,2019,gr3001700869,tt9426210,Collections of Top Grossing Films
Original Release,The Addams Family,191502426,1991,gr3319747077,tt0101272,Collections of Top Grossing Films
Original Release,The Longest Yard,191466556,2005,gr2077577733,tt0398165,Collections of Top Grossing Films
Original Release,Cheaper by the Dozen,190538630,2003,gr2313769477,tt0349205,Collections of Top Grossing Films
Original Release,The Equalizer 2,190400157,2018,gr1019826693,tt3766354,Collections of Top Grossing Films
Original Release,Hollow Man,190213455,2000,gr1114853893,tt0164052,Collections of Top Grossing Films
Original Release,Abominable,189892513,2019,gr1054560773,tt6324278,Collections of Top Grossing Films
Original Release,Outbreak,189859560,1995,gr461197829,tt0114069,Collections of Top Grossing Films
Original Release,The Santa Clause,189833357,1994,gr1601655301,tt0111070,Collections of Top Grossing Films
Original Release,The White Storm 2: Drug Lords,189396380,2019,gr2632077829,tt8239806,Collections of Top Grossing Films
Original Release,The X Files,189176423,1998,gr585060869,tt0120902,Collections of Top Grossing Films
Original Release,Breakup Buddies,189017596,2014,gr2564313605,tt3890264,Collections of Top Grossing Films
Original Release,Rambo III,189015611,1988,gr2771276293,tt0095956,Collections of Top Grossing Films
Original Release,The Secret Life of Walter Mitty,188133322,2013,gr1574720005,tt0359950,Collections of Top Grossing Films
Original Release,Project Gutenberg,188116796,2018,gr1561481733,tt7183578,Collections of Top Grossing Films
Original Release,Jaws 2,187884007,1978,gr3204928005,tt0077766,Collections of Top Grossing Films
Original Release,12 Years a Slave,187733202,2013,gr1175081477,tt2024544,Collections of Top Grossing Films
Original Release,Heat,187436818,1995,gr2344636933,tt0113277,Collections of Top Grossing Films
Original Release,Mr. Popper's Penguins,187361754,2011,gr1187205637,tt1396218,Collections of Top Grossing Films
Original Release,The Grudge,187281115,2004,gr4050997765,tt0391198,Collections of Top Grossing Films
Original Release,I Now Pronounce You Chuck & Larry,187134117,2007,gr3708703237,tt0762107,Collections of Top Grossing Films
Original Release,The Horse Whisperer,186883563,1998,gr892424709,tt0119314,Collections of Top Grossing Films
Original Release,Walk the Line,186797986,2005,gr1098535429,tt0358273,Collections of Top Grossing Films
Original Release,Jian Bing Man,186699768,2015,gr3288420869,tt4818250,Collections of Top Grossing Films
Original Release,The Jungle Book 2,186303759,2003,gr773673477,tt0283426,Collections of Top Grossing Films
